position,velocity,acceleration,jerk,time,energy,reward,episode
-68.36511034280058,-0.5412673175334906,-4.7683716e-07,0.0,124.5999999999972,0.0,-0.95357747595537,1
-68.41923707693812,-0.5412673652172064,-4.7683716e-07,0.0,124.69999999999719,0.0,-0.9535774760581308,1
-68.47336381584402,-0.5412674129009223,-4.7683716e-07,0.0,124.79999999999718,0.0,-0.9535774761608917,1
-68.5274905595183,-0.5412674605846381,-4.7683716e-07,0.0,124.89999999999718,0.0,-0.9535774762636525,1
-68.58161730796095,-0.541267508268354,-4.7683716e-07,0.0,124.99999999999717,0.0,-0.9535774763664133,1
-68.63574406117198,-0.5412675559520699,-4.7683716e-07,0.0,125.09999999999717,0.0,-0.9535774764691741,1
-68.68987081915137,-0.5412676036357857,-4.7683716e-07,0.0,125.19999999999716,0.0,-0.953577476571935,1
-68.74399758189914,-0.5412676513195016,-4.7683716e-07,0.0,125.29999999999715,0.0,-0.9535774766746958,1
-68.79812434941527,-0.5412676990032175,-4.7683716e-07,0.0,125.39999999999715,0.0,-0.9535774767774566,1
-68.85225112169978,-0.5412677466869333,-4.7683716e-07,0.0,125.49999999999714,0.0,-0.9535774768802174,1
-68.90637789875267,-0.5412677943706492,-4.7683716e-07,0.0,125.59999999999714,0.0,-0.9535774769829783,1
-68.96050468057392,-0.5412678420543651,-4.7683716e-07,0.0,125.69999999999713,0.0,-0.9535774770857391,1
-69.01463146716354,-0.5412678897380809,-4.7683716e-07,0.0,125.79999999999713,0.0,-0.9535774771885,1
-69.06875825852153,-0.5412679374217968,-4.7683716e-07,0.0,125.89999999999712,0.0,-0.9535774772912607,1
-69.1228850546479,-0.5412679851055127,-4.7683716e-07,0.0,125.99999999999712,0.0,-0.9535774773940215,1
-69.17701185554263,-0.5412680327892285,-4.7683716e-07,0.0,126.09999999999711,0.0,-0.9535774774967823,1
-69.23113866120573,-0.5412680804729444,-4.7683716e-07,0.0,126.1999999999971,0.0,-0.9535774775995433,1
-69.28526547163722,-0.5412681281566603,-4.7683716e-07,0.0,126.2999999999971,0.0,-0.953577477702304,1
-69.33939228683707,-0.5412681758403761,-4.7683716e-07,0.0,126.39999999999709,0.0,-0.9535774778050649,1
-69.39351910680529,-0.541268223524092,-4.7683716e-07,0.0,126.49999999999709,0.0,-0.9535774779078257,1
-69.44764593154189,-0.5412682712078078,-4.7683716e-07,0.0,126.59999999999708,0.0,-0.9535774780105865,1
-69.50177276104685,-0.5412683188915237,-4.7683716e-07,0.0,126.69999999999708,0.0,-0.9535774781133474,1
-69.55589959532018,-0.5412683665752396,-4.7683716e-07,0.0,126.79999999999707,0.0,-0.9535774782161082,1
-69.6100264343619,-0.5412684142589554,-4.7683716e-07,0.0,126.89999999999706,0.0,-0.953577478318869,1
-69.66415327817198,-0.5412684619426713,-4.7683716e-07,0.0,126.99999999999706,0.0,-0.9535774784216298,1
-69.71828012675043,-0.5412685096263872,-4.7683716e-07,0.0,127.09999999999705,0.0,-0.9535774785243906,1
-69.77240698009726,-0.541268557310103,-4.7683716e-07,0.0,127.19999999999705,0.0,-0.9535774786271514,1
-69.82653383821246,-0.5412686049938189,-4.7683716e-07,0.0,127.29999999999704,0.0,-0.9535774787299122,1
-69.88066070109602,-0.5412686526775348,-4.7683716e-07,0.0,127.39999999999704,0.0,-0.953577478832673,1
-69.93478756874796,-0.5412687003612506,-4.7683716e-07,0.0,127.49999999999703,0.0,-0.9535774789354339,1
-69.98891444116828,-0.5412687480449665,-4.7683716e-07,0.0,127.59999999999702,0.0,-0.9535774790381947,1
-70.04304131656882,-0.5412687599658954,-1.1920929e-07,3.5762786865234375e-06,127.69999999999702,0.0,-0.9535776578778192,1
-70.09716819316145,-0.5412687718868243,-1.1920929e-07,0.0,127.79999999999701,0.0,-0.953577479089575,1
-70.15129507094618,-0.5412687838077532,-1.1920929e-07,0.0,127.89999999999701,0.0,-0.9535774791152652,1
-70.205421949923,-0.5412687957286821,-1.1920929e-07,0.0,127.999999999997,0.0,-0.9535774791409555,1
-70.2595488300919,-0.541268807649611,-1.1920929e-07,0.0,128.099999999997,0.0,-0.9535774791666457,1
-70.31367571145292,-0.54126881957054,-1.1920929e-07,0.0,128.199999999997,0.0,-0.9535774791923358,1
-70.36780259400602,-0.5412688314914689,-1.1920929e-07,0.0,128.299999999997,0.0,-0.953577479218026,1
-70.42192947775122,-0.5412688434123978,-1.1920929e-07,0.0,128.399999999997,0.0,-0.9535774792437163,1
-70.47605636268851,-0.5412688553333267,-1.1920929e-07,0.0,128.499999999997,0.0,-0.9535774792694065,1
-70.53018324881789,-0.5412688672542556,-1.1920929e-07,0.0,128.59999999999698,0.0,-0.9535774792950967,1
-70.58431013435123,-0.5412688434123977,2.3841858e-07,3.5762786865234375e-06,128.69999999999698,0.0,-0.9535776580576506,1
-70.63843701750038,-0.5412688195705397,2.3841858e-07,0.0,128.79999999999697,0.0,-0.9535774791923358,1
-70.69256389826533,-0.5412687957286818,2.3841858e-07,0.0,128.89999999999696,0.0,-0.9535774791409555,1
-70.7466907766461,-0.5412687718868239,2.3841858e-07,0.0,128.99999999999696,0.0,-0.953577479089575,1
-70.80081765264269,-0.5412687480449659,2.3841858e-07,0.0,129.09999999999695,0.0,-0.9535774790381947,1
-70.8549445262551,-0.541268724203108,2.3841858e-07,0.0,129.19999999999695,0.0,-0.9535774789868142,1
-70.90907139748332,-0.5412687003612501,2.3841858e-07,0.0,129.29999999999694,0.0,-0.9535774789354339,1
-70.96319826632735,-0.5412686765193921,2.3841858e-07,0.0,129.39999999999694,0.0,-0.9535774788840534,1
-71.0173251327872,-0.5412686526775342,2.3841858e-07,0.0,129.49999999999693,0.0,-0.953577478832673,1
-71.07145199686286,-0.5412686288356763,2.3841858e-07,0.0,129.59999999999692,0.0,-0.9535774787812926,1
-71.12557885855433,-0.5412686049938183,2.3841858e-07,0.0,129.69999999999692,0.0,-0.9535774787299122,1
-71.17970571786162,-0.5412685811519604,2.3841858e-07,0.0,129.7999999999969,0.0,-0.9535774786785318,1
-71.23383257478473,-0.5412685573101025,2.3841858e-07,0.0,129.8999999999969,0.0,-0.9535774786271514,1
-71.28795942932365,-0.5412685334682446,2.3841858e-07,0.0,129.9999999999969,0.0,-0.953577478575771,1
-71.34208628147839,-0.5412685096263866,2.3841858e-07,0.0,130.0999999999969,0.0,-0.9535774785243906,1
-71.39621313124893,-0.5412684857845287,2.3841858e-07,0.0,130.1999999999969,0.0,-0.9535774784730101,1
-71.45033997863528,-0.5412684619426708,2.3841858e-07,0.0,130.29999999999688,0.0,-0.9535774784216298,1
-71.50446682363746,-0.5412684381008128,2.3841858e-07,0.0,130.39999999999688,0.0,-0.9535774783702493,1
-71.55859366625545,-0.5412684142589549,2.3841858e-07,0.0,130.49999999999687,0.0,-0.953577478318869,1
-71.61272050648925,-0.541268390417097,2.3841858e-07,0.0,130.59999999999687,0.0,-0.9535774782674885,1
-71.66684734433888,-0.541268366575239,2.3841858e-07,0.0,130.69999999999686,0.0,-0.9535774782161082,1
